id,observed_on,time_observed_at,user_name,quality_grade,license,url,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,taxon_geoprivacy,positioning_method,positioning_device,place_town_name,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
31677838,2019-08-28,2019-08-28 15:32:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/31677838,https://inaturalist-open-data.s3.amazonaws.com/photos/49602201/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1805982515,-118.2789876732,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
31677839,2019-08-28,2019-08-28 15:32:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/31677839,https://inaturalist-open-data.s3.amazonaws.com/photos/49602213/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0841754434,-118.2066585369,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
31677843,2019-08-28,2019-08-28 15:35:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/31677843,https://inaturalist-open-data.s3.amazonaws.com/photos/49602224/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1878995021,-118.3555479875,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
31701274,2019-08-28,2019-08-29 00:22:34 UTC,Bob Gorcik,research,CC-BY-NC,https://www.inaturalist.org/observations/31701274,https://inaturalist-open-data.s3.amazonaws.com/photos/49642562/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0679821408,-118.1150178774,34,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32136760,2016-03-20,,Cindy Howland-Hodson,research,CC-BY-NC,https://www.inaturalist.org/observations/32136760,https://inaturalist-open-data.s3.amazonaws.com/photos/50372047/medium.jpg,"",,2,0,false,"Los Angeles County, US-CA, US",34.2214963396,-118.2949366582,390,28846,obscured,,,,Los Angeles,amazoňan zelenolící,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32376071,2009-02-05,2009-02-05 16:55:00 UTC,James,research,CC-BY-NC,https://www.inaturalist.org/observations/32376071,https://inaturalist-open-data.s3.amazonaws.com/photos/50771971/medium.jpeg,Feb 09,"",2,0,false,"Los Angeles County, US-CA, US",34.156522061,-118.0218205231,4001,28874,open,,,,Los Angeles,Red-lored Parrot,Amazona autumnalis,Red-lored Amazon,Aves,18990
32446005,2019-09-09,2019-09-10 01:08:31 UTC,,research,CC-BY-NC,https://www.inaturalist.org/observations/32446005,https://inaturalist-open-data.s3.amazonaws.com/photos/50890477/medium.jpg,"",,2,0,false,"Los Angeles County, US-CA, US",34.0902496664,-118.1464255836,10,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32486416,2018-08-23,2018-08-23 15:45:00 UTC,Kimball Garrett,research,,https://www.inaturalist.org/observations/32486416,https://static.inaturalist.org/photos/50955968/medium.jpeg,"",,1,0,false,"Los Angeles County, US-CA, US",34.2144184029,-118.3419324493,115,28846,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32547941,2019-09-10,2019-09-10 23:34:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32547941,https://inaturalist-open-data.s3.amazonaws.com/photos/51060247/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0400485073,-118.2687779603,2,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32547942,2019-09-10,2019-09-10 23:33:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32547942,https://inaturalist-open-data.s3.amazonaws.com/photos/51060263/medium.jpg,"",allopreening,1,0,false,"Los Angeles County, US-CA, US",34.0804346778,-118.2796361191,4,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32548846,2019-09-11,2019-09-11 20:34:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32548846,https://inaturalist-open-data.s3.amazonaws.com/photos/51061697/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1750600355,-118.2782420674,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32548848,2019-09-11,2019-09-11 20:38:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32548848,https://inaturalist-open-data.s3.amazonaws.com/photos/51061731/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1448026095,-118.3477165781,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32550950,2019-09-11,2019-09-11 21:01:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32550950,https://inaturalist-open-data.s3.amazonaws.com/photos/51065106/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1073321228,-118.2103527939,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32550952,2019-09-11,2019-09-11 21:03:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32550952,https://inaturalist-open-data.s3.amazonaws.com/photos/51065178/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1301641957,-118.317463641,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32550954,2019-09-11,2019-09-11 21:03:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32550954,https://inaturalist-open-data.s3.amazonaws.com/photos/51065271/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1581257862,-118.2331919843,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32550956,2019-09-11,2019-09-11 21:07:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32550956,https://inaturalist-open-data.s3.amazonaws.com/photos/51065341/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1947050593,-118.2700684085,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32550957,2019-09-11,2019-09-11 21:08:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32550957,https://inaturalist-open-data.s3.amazonaws.com/photos/51065418/medium.jpg,"","juvenile, note brown iris",1,0,false,"Los Angeles County, US-CA, US",34.1747422619,-118.239186288,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32550962,2019-09-11,2019-09-11 21:08:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/32550962,https://inaturalist-open-data.s3.amazonaws.com/photos/51065445/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1867531653,-118.3254826674,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
32621600,2019-09-10,2019-09-10 16:24:24 UTC,Anne T Curran,research,CC-BY-NC,https://www.inaturalist.org/observations/32621600,https://inaturalist-open-data.s3.amazonaws.com/photos/51179545/medium.jpg,"",14 Calling and back lit so no specific ID.,1,0,false,"Los Angeles County, US-CA, US",34.1508301224,-118.2664087714,6,28874,,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
33049545,2019-09-14,2019-09-14 18:52:01 UTC,,research,CC-BY-NC,https://www.inaturalist.org/observations/33049545,https://inaturalist-open-data.s3.amazonaws.com/photos/51876892/medium.jpg,"",,2,0,false,"W La Sierra Dr, Arcadia, CA, US",34.1262085571,-118.0382730536,10387,10387,,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
33280771,2019-09-23,2019-09-23 15:36:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280771,https://inaturalist-open-data.s3.amazonaws.com/photos/52258688/medium.jpg,"",,1,0,false,"Highland Park, Los Angeles, CA, USA",34.1101616667,-118.1881266667,,,open,,,,Los Angeles,Lilac-crowned Parrot,Amazona finschi,Lilac-crowned Amazon,Aves,18993
33280772,2019-09-23,2019-09-23 15:34:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280772,https://inaturalist-open-data.s3.amazonaws.com/photos/52258639/medium.jpg,"",,1,0,false,"Highland Park, Los Angeles, CA, USA",34.1100783333,-118.1881566667,,,open,,,,Los Angeles,Lilac-crowned Parrot,Amazona finschi,Lilac-crowned Amazon,Aves,18993
33280793,2019-09-23,2019-09-23 15:40:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280793,https://inaturalist-open-data.s3.amazonaws.com/photos/52258962/medium.jpg,"",,1,0,false,"Highland Park, Los Angeles, CA, USA",34.110045,-118.1880333333,,,open,,,,Los Angeles,Lilac-crowned Parrot,Amazona finschi,Lilac-crowned Amazon,Aves,18993
33280799,2019-09-23,2019-09-23 15:42:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280799,https://inaturalist-open-data.s3.amazonaws.com/photos/52258988/medium.jpg,"","Note restricted yellow on crown, no turquoise in the face, and dark bill with gray tip.",2,0,false,"Los Angeles County, US-CA, US",34.0480376224,-118.1792039894,,28874,obscured,,,,Los Angeles,Lora cabeciamarilla,Amazona ochrocephala,Yellow-crowned Amazon,Aves,19003
33280804,2019-09-23,2019-09-23 15:43:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280804,https://inaturalist-open-data.s3.amazonaws.com/photos/52259096/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.108371684,-118.1569796817,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33280820,2019-09-23,2019-09-23 15:57:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280820,https://inaturalist-open-data.s3.amazonaws.com/photos/52259279/medium.jpg,"","Mitred Parakeet a separate observation. This bird may be a hybrid with a Lilac-crowned Parrot, but it is very dirty which could be the reason for the darker cere.",1,0,false,"Los Angeles County, US-CA, US",34.1932977586,-118.1159934369,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33280821,2019-09-23,2019-09-23 15:57:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280821,https://inaturalist-open-data.s3.amazonaws.com/photos/52259334/medium.jpg,"",Amazon parrot a separate observation.,1,0,false,"Highland Park, Los Angeles, CA, USA",34.1100683333,-118.1893916667,,,open,,,,Los Angeles,Mitred Parakeet,Psittacara mitratus,Mitred Parakeet,Aves,367571
33280828,2019-09-23,2019-09-23 15:57:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/33280828,https://inaturalist-open-data.s3.amazonaws.com/photos/52259484/medium.jpg,"",Bird on the left. The other is uploaded as a separate observation.,1,0,false,"Los Angeles County, US-CA, US",34.1023781092,-118.0575314224,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33389445,2019-09-11,2019-09-11 19:39:00 UTC,Tom Mills,research,CC-BY-NC,https://www.inaturalist.org/observations/33389445,https://inaturalist-open-data.s3.amazonaws.com/photos/52437493/medium.jpg,"",,3,0,false,"Los Angeles County, US-CA, US",34.0162663915,-118.1200961998,8,28874,obscured,,,,Los Angeles,amazoňan zelenolící,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33459894,2019-09-26,2019-09-27 00:09:46 UTC,Grigory Heaton,research,CC-BY-NC,https://www.inaturalist.org/observations/33459894,https://inaturalist-open-data.s3.amazonaws.com/photos/52554098/medium.jpeg,"",Very noisy birds in a tree next to a parking lot,1,0,false,"Los Angeles County, US-CA, US",34.1351287097,-118.0719354638,17,28874,obscured,gps,gps,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33510483,2019-09-27,2019-09-27 15:42:00 UTC,The Hog Potato,research,,https://www.inaturalist.org/observations/33510483,https://static.inaturalist.org/photos/52635923/medium.jpeg,"",,3,0,false,"Los Angeles County, US-CA, US",34.3131733808,-118.2343669922,183,28846,obscured,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
33532911,2019-09-27,2019-09-27 22:55:05 UTC,Phil Liff-Grieff,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/33532911,https://inaturalist-open-data.s3.amazonaws.com/photos/52672874/medium.jpg,"",A large (and noisy) flock of these parrots were gangs g out today.,1,0,false,"Orange Ave, La Crescenta, CA, US",34.2322916667,-118.2385716667,5,5,,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
33564411,2019-09-28,2019-09-28 23:41:00 UTC,Alan Muchlinski,research,CC-BY-NC,https://www.inaturalist.org/observations/33564411,https://inaturalist-open-data.s3.amazonaws.com/photos/52725141/medium.jpeg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1483673546,-117.8452019002,8,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33726726,2019-09-29,2019-09-29 23:57:25 UTC,Nikki Karvelas,research,,https://www.inaturalist.org/observations/33726726,https://static.inaturalist.org/photos/52999886/medium.jpg,"",,4,1,false,"N Madison Ave, Pasadena, CA, US",34.1548305,-118.1385416667,10,10,open,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
33785559,2018-08-20,2018-08-21 02:16:00 UTC,Alan Muchlinski,research,CC-BY-NC,https://www.inaturalist.org/observations/33785559,https://inaturalist-open-data.s3.amazonaws.com/photos/53100947/medium.jpeg,"",,2,0,false,"Los Angeles County, US-CA, US",34.0960140671,-117.919878393,4,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33794151,2019-10-02,2019-10-03 01:08:19 UTC,Tom Mills,research,CC-BY-NC,https://www.inaturalist.org/observations/33794151,https://inaturalist-open-data.s3.amazonaws.com/photos/53115128/medium.jpg,"",,3,0,false,"Los Angeles County, US-CA, US",34.1176677536,-118.0265735169,885,28874,obscured,,,,Los Angeles,amazoňan zelenolící,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
33955941,2019-08-31,2019-08-31 14:41:58 UTC,Dkt7sc,research,,https://www.inaturalist.org/observations/33955941,https://static.inaturalist.org/photos/53386776/medium.jpg,"",,2,0,false,"Los Angeles County, US-CA, US",34.14762631,-118.2399012271,6,28874,,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
34142076,2019-10-09,2019-10-10 00:38:52 UTC,,research,,https://www.inaturalist.org/observations/34142076,https://static.inaturalist.org/photos/53694614/medium.jpg,"",Eating pecans from my neighbor’s tree. ,1,0,false,"Los Angeles County, US-CA, US",34.0963269706,-118.0429846292,20,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34144443,2019-09-14,2019-09-14 15:19:53 UTC,Anne T Curran,research,CC-BY-NC,https://www.inaturalist.org/observations/34144443,https://inaturalist-open-data.s3.amazonaws.com/photos/53698746/medium.jpg,"",6 perched and 2 others calling. 8 total ,2,0,false,"Los Angeles County, US-CA, US",34.0458223695,-118.3934246206,22,28874,,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
34169932,2019-10-10,2019-10-10 17:24:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34169932,https://inaturalist-open-data.s3.amazonaws.com/photos/53742548/medium.jpg,"",,2,0,false,"Los Angeles County, US-CA, US",34.0670776787,-118.2133241822,2,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34169933,2019-10-10,2019-10-10 17:25:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34169933,https://inaturalist-open-data.s3.amazonaws.com/photos/53742575/medium.jpg,"",,2,0,false,"Los Angeles County, US-CA, US",34.0376577999,-118.3459448851,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34169934,2019-10-10,2019-10-10 17:27:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34169934,https://inaturalist-open-data.s3.amazonaws.com/photos/53742619/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1897325999,-118.2591599519,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34169938,2019-10-10,2019-10-10 17:27:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34169938,https://inaturalist-open-data.s3.amazonaws.com/photos/53742650/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.17151951,-118.2792281315,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34169939,2019-10-10,2019-10-10 17:28:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34169939,https://inaturalist-open-data.s3.amazonaws.com/photos/53742669/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0428836711,-118.2488604468,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34169940,2019-10-10,2019-10-10 17:29:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34169940,https://inaturalist-open-data.s3.amazonaws.com/photos/53742687/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1184561875,-118.3342810287,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34462885,2019-10-16,2019-10-16 17:47:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34462885,https://inaturalist-open-data.s3.amazonaws.com/photos/54242994/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1163670213,-118.3812894315,1,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34462891,2019-10-16,2019-10-16 17:53:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34462891,https://inaturalist-open-data.s3.amazonaws.com/photos/54243143/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.032964064,-118.2098899302,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34462892,2019-10-16,2019-10-16 17:51:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34462892,https://inaturalist-open-data.s3.amazonaws.com/photos/54243111/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0531176455,-118.3580643605,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34462893,2019-10-16,2019-10-16 17:53:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34462893,https://inaturalist-open-data.s3.amazonaws.com/photos/54243162/medium.jpg,"",,2,0,false,"Los Angeles County, US-CA, US",34.1264366346,-118.34661856,,28874,obscured,,,,Los Angeles,amazoňan zelenolící,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34462896,2019-10-16,2019-10-16 17:56:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34462896,https://inaturalist-open-data.s3.amazonaws.com/photos/54243186/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0045637447,-118.3993702115,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34462897,2019-10-16,2019-10-16 17:56:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34462897,https://inaturalist-open-data.s3.amazonaws.com/photos/54243195/medium.jpg,"",,2,0,false,"Los Angeles County, US-CA, US",34.0896978586,-118.3204721745,,28874,obscured,,,,Los Angeles,Loro tamaulipeco,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34462898,2019-10-16,2019-10-16 17:58:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34462898,https://inaturalist-open-data.s3.amazonaws.com/photos/54243225/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0343100676,-118.3455746666,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34473333,2019-10-16,,,research,,https://www.inaturalist.org/observations/34473333,https://inaturalist-open-data.s3.amazonaws.com/photos/54260862/medium.jpeg,"","There is a huge flock of parrots in Torrance and surrounding cities. It's said a pair escaped years ago and now there are hundreds, if not thousands. They're very noisy and fast, hard to obtain a good picture or video. ",3,0,false,"Los Angeles County, US-CA, US",33.9216818305,-118.2203915883,,28902,obscured,,,,Los Angeles,amazoňan zelenolící,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34669605,2019-10-20,2019-10-21 01:57:35 UTC,,research,,https://www.inaturalist.org/observations/34669605,https://static.inaturalist.org/photos/54590922/medium.jpeg,"",parrot? ,2,0,false,"Motor NB & Manning FS, Los Angeles, CA 90064, USA",34.03413927,-118.40991468,6,6,open,,,,Los Angeles,Domestic Budgerigar,Melopsittacus undulatus domesticus,Domestic Budgerigar,Aves,507971
34707949,2019-10-21,2019-10-21 19:13:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34707949,https://inaturalist-open-data.s3.amazonaws.com/photos/54657059/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0712597162,-118.2225214498,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34707952,2019-10-21,2019-10-21 20:10:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34707952,https://inaturalist-open-data.s3.amazonaws.com/photos/54657113/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1303047614,-118.2955976486,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34707953,2019-10-21,2019-10-21 20:11:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34707953,https://inaturalist-open-data.s3.amazonaws.com/photos/54657136/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0127418764,-118.2664238929,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34707955,2019-10-21,2019-10-21 20:11:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34707955,https://inaturalist-open-data.s3.amazonaws.com/photos/54657172/medium.jpg,"","This observation is for the lower one in the photo, the other is uploaded as a separate observation.",1,0,false,"Los Angeles County, US-CA, US",34.1347151848,-118.2889512492,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34744584,2019-10-22,2019-10-22 17:14:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/34744584,https://inaturalist-open-data.s3.amazonaws.com/photos/54718985/medium.jpg,"",,3,0,false,"Los Angeles County, US-CA, US",34.1748407748,-118.3879160862,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
34788303,2019-10-23,2019-10-23 16:30:45 UTC,Shannon Green,research,,https://www.inaturalist.org/observations/34788303,https://static.inaturalist.org/photos/54793264/medium.jpg,"","Have to look closely, but the parrots from Pasadena made an appearance outside my Hollywood balcony today! Not sure what the tree is that they’re hanging out on.",1,0,false,"Wilcox Ave, Los Angeles, CA, US",34.09019717,-118.33110833,32,32,open,,,,Los Angeles,Amazon Parrots,Amazona,Amazon Parrots,Aves,18975
35012768,2019-10-28,2019-10-28 15:59:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012768,https://inaturalist-open-data.s3.amazonaws.com/photos/55179621/medium.jpg,"",,2,0,false,"Eagle Rock, Los Angeles, CA, USA",34.119716505,-118.1983509105,1,1,open,,,Eagle Rock,Los Angeles,Yellow-headed Parrot,Amazona oratrix,Yellow-headed Amazon,Aves,18998
35012769,2019-10-28,2019-10-28 16:02:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012769,https://inaturalist-open-data.s3.amazonaws.com/photos/55179638/medium.jpg,"",,2,0,false,"Eagle Rock, Los Angeles, CA, USA",34.11962,-118.1983516667,,,open,,,Eagle Rock,Los Angeles,Yellow-headed Parrot,Amazona oratrix,Yellow-headed Amazon,Aves,18998
35012770,2019-10-28,2019-10-28 16:04:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012770,https://inaturalist-open-data.s3.amazonaws.com/photos/55179658/medium.jpg,"",,2,0,false,"Eagle Rock, Los Angeles, CA, USA",34.1196183333,-118.1982066667,,,open,,,Eagle Rock,Los Angeles,Yellow-headed Parrot,Amazona oratrix,Yellow-headed Amazon,Aves,18998
35012773,2019-10-28,2019-10-28 16:04:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012773,https://inaturalist-open-data.s3.amazonaws.com/photos/55179702/medium.jpg,"",,3,1,false,"Eagle Rock, Los Angeles, CA, USA",34.11967,-118.1982783333,,,open,,,Eagle Rock,Los Angeles,Yellow-headed Parrot,Amazona oratrix,Yellow-headed Amazon,Aves,18998
35012774,2019-10-28,2019-10-28 16:05:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012774,https://inaturalist-open-data.s3.amazonaws.com/photos/55179713/medium.jpg,"",,2,0,false,"Eagle Rock, Los Angeles, CA, USA",34.1196416667,-118.1983166667,,,open,,,Eagle Rock,Los Angeles,Yellow-headed Parrot,Amazona oratrix,Yellow-headed Amazon,Aves,18998
35012775,2019-10-28,2019-10-28 16:09:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012775,https://inaturalist-open-data.s3.amazonaws.com/photos/55179733/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.1562965455,-118.1451616186,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
35012776,2019-10-28,2019-10-28 16:10:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012776,https://inaturalist-open-data.s3.amazonaws.com/photos/55179761/medium.jpg,"",,1,0,false,"Los Angeles County, US-CA, US",34.0946886596,-118.0696634649,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
35012778,2019-10-28,2019-10-28 16:10:00 UTC,James M. Maley,research,CC-BY,https://www.inaturalist.org/observations/35012778,https://inaturalist-open-data.s3.amazonaws.com/photos/55179790/medium.jpg,"","Note odd ""band"" in third photo.",1,0,false,"Los Angeles County, US-CA, US",34.1448919942,-118.0530082638,,28874,obscured,,,,Los Angeles,Red-crowned Parrot,Amazona viridigenalis,Red-crowned Amazon,Aves,18976
